order_id,account_id,order_day,amount_inr,is_return
ORD000211,ACC00041,12,462.04,False
ORD000212,ACC00041,59,939.02,False
ORD000213,ACC00042,23,668.7,False
ORD000214,ACC00042,11,837.89,True
ORD000215,ACC00042,34,972.28,True
ORD000216,ACC00042,5,2080.57,False
ORD000217,ACC00042,0,779.34,True
ORD000218,ACC00043,0,603.02,False
ORD000219,ACC00043,1,222.78,False
ORD000220,ACC00043,55,1270.04,False
ORD000221,ACC00043,36,2423.92,False
ORD000222,ACC00044,23,1089.82,False
ORD000223,ACC00044,41,586.52,False
ORD000224,ACC00044,5,732.56,False
ORD000225,ACC00044,36,2643.2,False
ORD000226,ACC00044,44,2354.28,False
ORD000227,ACC00045,58,387.07,False
ORD000228,ACC00045,32,816.01,True
ORD000229,ACC00045,39,826.56,False
ORD000230,ACC00045,1,594.62,False
ORD000231,ACC00045,26,586.94,True
ORD000232,ACC00045,3,1295.7,False
ORD000233,ACC00045,6,33.96,True
ORD000234,ACC00045,12,737.53,False
ORD000235,ACC00046,46,467.63,False
ORD000236,ACC00046,16,313.29,False
ORD000237,ACC00046,20,641.25,False
ORD000238,ACC00046,42,748.62,False
ORD000239,ACC00046,19,751.43,True
ORD000240,ACC00046,6,2558.72,False
ORD000241,ACC00047,1,1005.1,False
ORD000242,ACC00047,31,482.2,False
ORD000243,ACC00047,36,1439.1,False
ORD000244,ACC00047,33,869.29,False
ORD000245,ACC00047,24,528.13,False
ORD000246,ACC00047,59,1512.69,False
ORD000247,ACC00047,4,1584.37,False
ORD000248,ACC00047,48,554.67,False
ORD000249,ACC00048,9,2330.99,False
ORD000250,ACC00048,37,776.51,False
ORD000251,ACC00048,20,547.06,False
ORD000252,ACC00049,11,2058.52,False
ORD000253,ACC00049,11,623.77,False
ORD000254,ACC00049,32,388.57,False
ORD000255,ACC00049,14,666.01,False
ORD000256,ACC00049,57,360.58,False
ORD000257,ACC00049,8,778.24,False
ORD000258,ACC00049,9,1159.2,False
ORD000259,ACC00049,45,920.57,False
ORD000260,ACC00050,59,1428.86,False
ORD000261,ACC00050,40,645.86,True
ORD000262,ACC00050,56,2886.83,False
ORD000263,ACC00050,28,1176.15,False
ORD000264,ACC00050,7,425.41,False
ORD000265,ACC00050,10,500.35,False
ORD000266,ACC00051,49,525.58,False
ORD000267,ACC00051,56,180.44,False
ORD000268,ACC00051,5,1105.0,False
ORD000269,ACC00051,8,323.26,False
ORD000270,ACC00051,41,714.09,False
ORD000271,ACC00051,28,466.46,False
ORD000272,ACC00052,23,2417.92,False
ORD000273,ACC00052,48,612.93,False
ORD000274,ACC00052,36,536.95,False
ORD000275,ACC00053,40,969.95,False
ORD000276,ACC00053,3,639.74,False
ORD000277,ACC00053,52,401.42,False
ORD000278,ACC00053,40,1027.6,True
ORD000279,ACC00053,44,1736.76,False
ORD000280,ACC00054,30,201.08,True
ORD000281,ACC00054,12,1831.01,False
ORD000282,ACC00054,35,470.61,False
ORD000283,ACC00054,8,884.15,False
ORD000284,ACC00055,38,371.89,True
ORD000285,ACC00055,36,643.44,False
ORD000286,ACC00055,4,1908.73,False
ORD000287,ACC00055,26,533.32,False
ORD000288,ACC00055,27,1354.43,False
ORD000289,ACC00055,15,637.64,False
ORD000290,ACC00055,33,1283.86,False
ORD000291,ACC00055,14,382.62,False
ORD000292,ACC00056,10,832.26,False
ORD000293,ACC00056,2,358.51,False
ORD000294,ACC00056,56,607.94,False
ORD000295,ACC00056,42,1035.02,False
ORD000296,ACC00056,37,4486.7,False
ORD000297,ACC00056,18,405.25,True
ORD000298,ACC00057,27,1774.42,False
ORD000299,ACC00057,56,529.96,False
ORD000300,ACC00057,9,1121.62,False
ORD000301,ACC00057,15,248.49,False
ORD000302,ACC00057,29,596.26,False
ORD000303,ACC00057,24,1337.77,False
ORD000304,ACC00057,20,1212.72,False
ORD000305,ACC00057,46,421.93,False
ORD000306,ACC00058,43,1387.37,False
ORD000307,ACC00058,11,668.84,False
ORD000308,ACC00058,29,380.77,True
ORD000309,ACC00058,50,628.95,False
ORD000310,ACC00058,11,1115.94,False
ORD000311,ACC00058,7,1131.78,False
ORD000312,ACC00059,47,1533.86,False
ORD000313,ACC00059,22,34.18,False
ORD000314,ACC00059,36,558.09,False
ORD000315,ACC00059,39,958.28,False
ORD000316,ACC00059,53,1260.67,False
ORD000317,ACC00059,11,309.59,True
ORD000318,ACC00059,33,561.61,False
ORD000319,ACC00059,24,1154.33,True
ORD000320,ACC00060,8,98.46,False
ORD000321,ACC00060,17,252.34,False
ORD000322,ACC00060,9,499.94,False
ORD000323,ACC00060,43,1697.02,False
ORD000324,ACC00060,14,642.61,False
ORD000325,ACC00061,38,517.41,False
ORD000326,ACC00061,37,586.54,True
ORD000327,ACC00061,55,692.67,False
ORD000328,ACC00062,6,1407.34,False
ORD000329,ACC00062,12,557.08,False
ORD000330,ACC00062,46,1014.44,False
ORD000331,ACC00062,10,710.92,False
ORD000332,ACC00062,29,783.7,False
ORD000333,ACC00063,56,458.68,False
ORD000334,ACC00063,5,291.41,False
ORD000335,ACC00063,35,1107.73,False
ORD000336,ACC00063,0,635.71,False
ORD000337,ACC00063,20,1895.66,False
ORD000338,ACC00063,3,274.06,False
ORD000339,ACC00064,14,1943.67,True
ORD000340,ACC00064,13,768.19,False
ORD000341,ACC00064,43,286.45,False
ORD000342,ACC00064,19,1655.74,False
ORD000343,ACC00065,49,485.64,False
ORD000344,ACC00065,27,1673.03,True
ORD000345,ACC00065,3,216.13,False
ORD000346,ACC00065,12,797.62,False
ORD000347,ACC00065,48,586.69,False
ORD000348,ACC00065,9,3101.19,False
ORD000349,ACC00065,37,460.99,False
ORD000350,ACC00065,45,1366.0,False
ORD000351,ACC00065,15,174.25,False
ORD000352,ACC00065,27,300.32,False
ORD000353,ACC00066,52,472.7,False
ORD000354,ACC00066,14,536.26,False
ORD000355,ACC00066,51,643.13,False
ORD000356,ACC00066,2,538.74,False
ORD000357,ACC00066,27,1753.32,False
ORD000358,ACC00066,4,1132.53,False
ORD000359,ACC00067,3,639.61,False
ORD000360,ACC00067,39,1422.33,False
ORD000361,ACC00067,37,1408.9,False
ORD000362,ACC00067,22,1508.53,False
ORD000363,ACC00068,52,1440.88,False
ORD000364,ACC00068,15,156.33,False
ORD000365,ACC00069,4,812.43,False
ORD000366,ACC00069,53,415.14,False
ORD000367,ACC00069,42,1124.16,False
ORD000368,ACC00069,39,1182.69,False
ORD000369,ACC00069,57,595.78,False
ORD000370,ACC00069,14,993.07,False
ORD000371,ACC00070,21,868.13,False
ORD000372,ACC00070,5,517.47,False
ORD000373,ACC00070,32,923.8,False
ORD000374,ACC00070,9,1998.79,False
ORD000375,ACC00070,46,259.75,False
ORD000376,ACC00071,5,2416.14,False
ORD000377,ACC00071,8,113.24,False
ORD000378,ACC00072,13,1785.54,False
ORD000379,ACC00072,0,1275.69,False
ORD000380,ACC00072,12,679.81,False
ORD000381,ACC00072,10,1539.45,False
ORD000382,ACC00072,3,440.66,False
ORD000383,ACC00072,21,305.43,False
ORD000384,ACC00073,45,461.65,False
ORD000385,ACC00073,18,1317.44,False
ORD000386,ACC00074,59,441.21,False
ORD000387,ACC00074,42,1456.08,False
ORD000388,ACC00074,29,922.7,False
ORD000389,ACC00074,48,1560.66,False
ORD000390,ACC00075,5,410.33,True
ORD000391,ACC00075,33,817.68,False
ORD000392,ACC00075,2,515.84,False
ORD000393,ACC00075,32,245.26,False
ORD000394,ACC00075,13,549.77,True
ORD000395,ACC00076,49,576.32,False
ORD000396,ACC00076,2,1096.3,False
ORD000397,ACC00076,9,304.69,False
ORD000398,ACC00076,33,900.72,False
ORD000399,ACC00077,45,210.28,False
ORD000400,ACC00077,46,914.74,False
ORD000401,ACC00077,4,642.51,False
ORD000402,ACC00078,38,488.39,False
ORD000403,ACC00078,10,1052.29,False
ORD000404,ACC00078,56,429.68,False
ORD000405,ACC00079,47,287.31,False
ORD000406,ACC00079,38,766.15,False
ORD000407,ACC00079,45,523.02,False
ORD000408,ACC00079,43,952.74,False
ORD000409,ACC00079,36,593.78,False
ORD000410,ACC00080,21,491.75,False
ORD000411,ACC00080,56,257.41,False
ORD000412,ACC00080,32,27.45,False
ORD000413,ACC00081,22,1872.14,False
ORD000414,ACC00081,38,559.69,False
ORD000415,ACC00081,7,893.04,False
ORD000416,ACC00081,15,211.71,False
ORD000417,ACC00081,12,1094.18,False
ORD000418,ACC00081,38,807.9,False
ORD000419,ACC00081,30,1778.44,False
ORD000420,ACC00082,57,719.24,False
ORD000421,ACC00082,46,1202.57,False
ORD000422,ACC00082,2,1864.01,False
ORD000423,ACC00082,20,998.65,False
ORD000424,ACC00082,15,1029.12,False
ORD000425,ACC00083,58,172.2,False
ORD000426,ACC00083,24,1260.95,False
ORD000427,ACC00083,1,724.32,False
ORD000428,ACC00083,59,996.66,False
ORD000429,ACC00083,14,1557.6,False
ORD000430,ACC00083,48,663.5,False
ORD000431,ACC00084,7,624.85,False
ORD000432,ACC00084,4,2229.35,True
ORD000433,ACC00084,36,930.65,False
ORD000434,ACC00084,24,1168.55,False
ORD000435,ACC00084,36,662.77,False
ORD000436,ACC00085,32,500.56,False
ORD000437,ACC00085,43,955.21,False
ORD000438,ACC00085,59,890.62,False
ORD000439,ACC00086,22,670.09,True
ORD000440,ACC00086,16,657.24,False
ORD000441,ACC00086,1,699.74,False
ORD000442,ACC00086,18,964.05,False
ORD000443,ACC00087,41,392.63,False
ORD000444,ACC00087,5,290.47,False
ORD000445,ACC00087,12,252.22,False
ORD000446,ACC00087,59,848.88,False
ORD000447,ACC00087,6,1183.69,False
ORD000448,ACC00088,26,2244.19,False
ORD000449,ACC00088,46,226.47,False
ORD000450,ACC00088,6,852.94,False
ORD000451,ACC00088,29,958.86,False
ORD000452,ACC00088,51,281.86,False
ORD000453,ACC00089,16,859.18,True
ORD000454,ACC00089,31,638.4,False
ORD000455,ACC00089,53,1968.9,False
ORD000456,ACC00089,17,92.79,False
ORD000457,ACC00089,0,730.72,False
ORD000458,ACC00089,5,1889.97,False
ORD000459,ACC00090,54,638.99,False
ORD000460,ACC00090,40,723.99,False
ORD000461,ACC00090,5,1244.47,False
ORD000462,ACC00090,8,1236.96,False
ORD000463,ACC00090,55,1056.66,False
ORD000464,ACC00090,44,135.39,False
ORD000465,ACC00090,7,1130.79,False
ORD000466,ACC00090,12,753.68,False
ORD000467,ACC00091,32,2001.91,False
ORD000468,ACC00091,43,435.78,False
ORD000469,ACC00091,50,693.84,False
ORD000470,ACC00091,36,731.04,False
ORD000471,ACC00091,37,359.29,False
ORD000472,ACC00092,24,832.14,True
ORD000473,ACC00092,20,999.11,True
ORD000474,ACC00092,14,433.05,False
ORD000475,ACC00092,13,50.88,True
ORD000476,ACC00092,23,970.65,False
ORD000477,ACC00092,46,346.75,False
ORD000478,ACC00093,32,152.76,False
ORD000479,ACC00093,42,568.34,False
ORD000480,ACC00093,6,372.32,False
ORD000481,ACC00093,58,952.18,False
ORD000482,ACC00094,41,1982.2,False
ORD000483,ACC00094,23,420.3,False
ORD000484,ACC00095,40,326.51,False
ORD000485,ACC00095,47,547.19,False
ORD000486,ACC00095,41,1112.84,False
ORD000487,ACC00096,47,371.06,False
ORD000488,ACC00096,38,505.63,False
ORD000489,ACC00096,46,569.25,True
ORD000490,ACC00096,19,478.92,False
ORD000491,ACC00097,49,488.41,False
ORD000492,ACC00097,23,418.46,False
ORD000493,ACC00097,57,978.05,False
ORD000494,ACC00097,45,203.45,True
ORD000495,ACC00097,1,497.07,False
ORD000496,ACC00097,4,268.16,False
ORD000497,ACC00097,37,840.7,False
ORD000498,ACC00097,52,514.06,False
ORD000499,ACC00098,9,615.46,False
ORD000500,ACC00098,43,644.66,False
ORD000501,ACC00098,13,876.8,False
ORD000502,ACC00098,24,1386.27,False
ORD000503,ACC00099,53,320.31,False
ORD000504,ACC00099,5,216.78,True
ORD000505,ACC00099,6,795.96,False
ORD000506,ACC00099,10,376.81,False
ORD000507,ACC00099,53,565.35,False
ORD000508,ACC00099,51,248.16,False
ORD000509,ACC00099,55,446.69,False
ORD000510,ACC00100,32,1390.63,False
ORD000511,ACC00100,1,688.04,False
ORD000512,ACC00100,27,277.17,False
ORD000513,ACC00100,44,315.61,False
ORD000514,ACC00100,0,675.48,True
ORD000515,ACC00101,18,721.88,False
ORD000516,ACC00101,43,2262.37,False
ORD000517,ACC00101,9,1578.32,False
ORD000518,ACC00101,24,1038.22,False
ORD000519,ACC00101,41,127.45,False
ORD000520,ACC00102,15,356.88,False
ORD000521,ACC00102,0,1028.08,False
ORD000522,ACC00102,46,370.67,True
ORD000523,ACC00102,50,208.69,False
ORD000524,ACC00103,9,441.06,False
ORD000525,ACC00103,40,304.42,False
ORD000526,ACC00103,58,621.92,False
ORD000527,ACC00103,25,1155.7,False
ORD000528,ACC00103,49,218.9,False
ORD000529,ACC00103,52,1394.25,False
ORD000530,ACC00104,30,87.98,False
ORD000531,ACC00104,42,118.02,False
ORD000532,ACC00104,44,610.04,False
ORD000533,ACC00105,47,1051.55,True
ORD000534,ACC00105,2,153.02,True
ORD000535,ACC00105,6,1170.44,True
ORD000536,ACC00106,55,333.58,True
ORD000537,ACC00106,42,1240.44,True
ORD000538,ACC00106,30,994.54,False
ORD000539,ACC00106,34,1003.82,False
ORD000540,ACC00106,37,378.28,False
ORD000541,ACC00106,9,1826.78,False
ORD000542,ACC00107,9,1549.9,False
ORD000543,ACC00107,31,355.63,False
ORD000544,ACC00108,6,940.08,False
ORD000545,ACC00108,55,1251.89,False
ORD000546,ACC00108,47,741.36,False
ORD000547,ACC00109,4,1149.33,False
ORD000548,ACC00109,8,847.59,False
ORD000549,ACC00109,15,1417.35,False
ORD000550,ACC00109,32,835.17,False
ORD000551,ACC00109,59,559.48,False
ORD000552,ACC00109,17,326.45,False
ORD000553,ACC00110,23,721.15,False
ORD000554,ACC00110,36,1410.55,False
ORD000555,ACC00110,11,2168.28,False
ORD000556,ACC00111,20,457.57,False
ORD000557,ACC00111,25,3237.23,False
ORD000558,ACC00111,28,696.79,False
ORD000559,ACC00111,34,1057.71,False
ORD000560,ACC00112,38,549.18,False
ORD000561,ACC00112,56,453.79,False
ORD000562,ACC00112,50,2146.31,False
ORD000563,ACC00112,16,179.19,False
ORD000564,ACC00112,6,415.37,False
ORD000565,ACC00112,33,207.02,False
ORD000566,ACC00112,37,284.28,False
ORD000567,ACC00113,46,706.92,False
ORD000568,ACC00113,22,253.0,False
ORD000569,ACC00114,39,352.39,False
ORD000570,ACC00114,7,274.39,False
ORD000571,ACC00114,26,657.57,False
ORD000572,ACC00114,26,749.35,False
ORD000573,ACC00114,17,1793.19,False
ORD000574,ACC00115,58,726.68,False
ORD000575,ACC00115,29,1812.39,False
ORD000576,ACC00115,42,187.78,False
ORD000577,ACC00115,56,2065.75,False
ORD000578,ACC00115,2,983.08,False
ORD000579,ACC00115,56,1924.84,True
ORD000580,ACC00115,49,296.93,False
ORD000581,ACC00115,59,1974.82,True
ORD000582,ACC00115,46,951.37,False
ORD000583,ACC00116,9,1065.02,False
ORD000584,ACC00116,52,671.0,False
ORD000585,ACC00116,31,347.64,False
ORD000586,ACC00116,26,427.16,False
ORD000587,ACC00117,50,792.02,False
ORD000588,ACC00117,6,1004.43,False
ORD000589,ACC00117,50,1678.53,False
ORD000590,ACC00118,18,772.75,False
ORD000591,ACC00118,15,1493.37,False
ORD000592,ACC00118,3,1473.2,False
ORD000593,ACC00118,47,2335.91,False
ORD000594,ACC00118,59,549.54,False
ORD000595,ACC00118,41,1011.4,False
ORD000596,ACC00119,34,797.06,False
ORD000597,ACC00119,30,1907.4,False
ORD000598,ACC00119,19,783.76,False
ORD000599,ACC00119,46,1527.53,False
ORD000600,ACC00119,12,774.03,False
ORD000601,ACC00120,43,728.14,False
ORD000602,ACC00120,10,721.89,False
ORD000603,ACC00120,44,2597.32,False
ORD000604,ACC00120,52,2168.22,False
ORD000605,ACC00120,22,469.7,False
ORD000606,ACC00120,36,184.68,False
ORD000607,ACC00120,44,1172.26,False
ORD000608,ACC00120,8,1489.87,True
ORD000609,ACC00120,31,87.21,True
ORD000610,ACC00120,33,2049.45,False
ORD000611,ACC00121,18,293.57,False
ORD000612,ACC00121,44,1654.53,True
ORD000613,ACC00121,37,501.1,True
ORD000614,ACC00121,53,466.15,False
ORD000615,ACC00121,42,975.27,True
ORD000616,ACC00122,52,420.75,False
ORD000617,ACC00122,38,537.33,False
ORD000618,ACC00122,34,202.2,False
ORD000619,ACC00122,19,1374.61,False
ORD000620,ACC00122,15,607.46,False
ORD000621,ACC00123,5,1006.4,True
ORD000622,ACC00123,27,2914.39,True
ORD000623,ACC00123,41,606.24,True
ORD000624,ACC00123,22,605.71,False
ORD000625,ACC00123,28,216.45,False
ORD000626,ACC00124,19,465.08,False
ORD000627,ACC00124,40,1349.55,False
ORD000628,ACC00124,59,2098.13,False
ORD000629,ACC00124,5,213.02,False
ORD000630,ACC00124,38,1767.3,False
ORD000631,ACC00125,49,2917.49,False
ORD000632,ACC00126,15,577.46,True
ORD000633,ACC00126,31,1288.01,False
ORD000634,ACC00126,13,1000.05,False
ORD000635,ACC00126,23,99.15,False
ORD000636,ACC00126,24,892.64,False
ORD000637,ACC00126,51,1476.48,False
ORD000638,ACC00126,37,136.9,False
ORD000639,ACC00126,38,1502.63,False
ORD000640,ACC00127,36,1038.33,True
ORD000641,ACC00127,38,654.37,False
ORD000642,ACC00127,15,1182.47,False
ORD000643,ACC00127,46,800.86,False
ORD000644,ACC00127,35,1070.99,False
ORD000645,ACC00127,2,1192.9,False
ORD000646,ACC00127,56,952.78,False
ORD000647,ACC00127,51,1015.72,False
ORD000648,ACC00128,0,291.19,False
ORD000649,ACC00128,31,425.08,False
ORD000650,ACC00128,24,1007.3,False
ORD000651,ACC00128,15,581.02,False
ORD000652,ACC00128,35,701.01,False
ORD000653,ACC00128,40,526.23,True
ORD000654,ACC00129,54,724.55,False
ORD000655,ACC00129,9,730.96,False
ORD000656,ACC00129,52,372.66,False
ORD000657,ACC00129,20,338.07,False
ORD000658,ACC00129,55,694.95,False
ORD000659,ACC00129,32,1294.8,False
ORD000660,ACC00130,25,352.27,False
ORD000661,ACC00130,14,948.04,False
ORD000662,ACC00130,29,1346.72,False
ORD000663,ACC00131,57,1868.41,False
ORD000664,ACC00131,11,673.8,False
ORD000665,ACC00131,51,346.55,False
ORD000666,ACC00131,34,357.04,False
ORD000667,ACC00131,19,308.47,False
ORD000668,ACC00132,54,1272.45,True
ORD000669,ACC00132,12,755.14,True
ORD000670,ACC00132,56,522.54,True
ORD000671,ACC00132,39,1176.13,False
ORD000672,ACC00132,5,1667.57,True
ORD000673,ACC00132,19,134.6,False
ORD000674,ACC00132,51,689.25,False
ORD000675,ACC00133,20,398.74,False
ORD000676,ACC00133,51,303.52,False
ORD000677,ACC00133,2,1648.89,False
ORD000678,ACC00133,24,432.58,False
ORD000679,ACC00133,42,271.01,False
ORD000680,ACC00133,12,385.42,False
ORD000681,ACC00134,44,939.76,False
ORD000682,ACC00134,8,2577.73,False
ORD000683,ACC00135,6,562.39,False
ORD000684,ACC00135,2,804.24,False
ORD000685,ACC00135,12,399.25,False
ORD000686,ACC00135,19,585.62,False
